,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
820972,4831,1299,4,974400082,F,25,1,04210,"Killing Fields, The (1984)",Drama|War,False
238497,4422,3799,2,965117978,M,25,5,10463,Pokémon the Movie 2000 (2000),Animation|Children's,False
50763,48,1029,4,978059511,M,25,4,92107,Dumbo (1941),Animation|Children's|Musical,False
585212,5555,1587,3,959549924,M,1,10,37830,Conan the Barbarian (1982),Action|Adventure,False
14812,1866,2918,5,974702152,M,25,7,94043,Ferris Bueller's Day Off (1986),Comedy,False
595476,3193,2719,3,968643550,M,25,0,92019,"Haunting, The (1999)",Horror|Thriller,False
259914,3489,2716,5,967050658,M,18,4,60201,Ghostbusters (1984),Comedy|Horror,False
674807,3582,2421,5,966699747,F,35,0,52405,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,False
876004,2085,2531,3,974654090,M,18,0,06360,Battle for the Planet of the Apes (1973),Action|Sci-Fi,False
298291,3841,3260,3,965997653,M,45,18,26101,Howards End (1992),Drama,False
310468,5888,348,5,957794540,M,25,20,64114,Bullets Over Broadway (1994),Comedy,False
444866,2941,2078,4,971347324,M,35,12,98033,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical,False
452481,3665,2080,5,973903037,M,25,0,95903,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,False
479754,3718,3629,5,966265033,M,50,17,07728,"Gold Rush, The (1925)",Comedy,False
476292,2928,1376,3,971555387,M,25,2,90068,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,False
403189,2092,1356,3,974690369,M,56,1,49006,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi,False
361551,4774,3155,3,963059556,M,45,14,07458,Anna and the King (1999),Drama|Romance,False
90514,4783,3147,2,963005542,M,25,0,60618,"Green Mile, The (1999)",Drama|Thriller,False
549391,4169,1234,4,971578733,M,50,0,66048,"Sting, The (1973)",Comedy|Crime,False
293006,5249,16,2,961601965,F,45,14,75006,Casino (1995),Drama|Thriller,False
705205,5046,1219,4,962507447,M,25,16,60614,Psycho (1960),Horror|Thriller,False
115543,4964,1084,4,962617982,M,35,0,94110,Bonnie and Clyde (1967),Crime|Drama,False
67903,302,1103,3,976508024,M,18,4,04901,Rebel Without a Cause (1955),Drama,False
449526,4918,2657,3,963084362,F,18,12,84107,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,False
271287,453,1923,4,976237405,M,18,4,55102,There's Something About Mary (1998),Comedy,False
691626,1246,2064,5,974892233,M,18,4,98225,Roger & Me (1989),Comedy|Documentary,False
455403,5580,750,5,959289050,M,45,7,01581,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,False
386944,3108,2329,3,969495389,M,50,6,22039,American History X (1998),Drama,False
335984,1389,3682,4,974939908,M,25,17,19801,Magnum Force (1973),Western,False
446084,5709,1276,5,961730705,M,18,4,90024,Cool Hand Luke (1967),Comedy|Drama,False
677578,3751,466,1,966129045,F,35,12,55555,Hot Shots! Part Deux (1993),Action|Comedy|War,False
160094,571,457,5,975998840,M,50,5,95401,"Fugitive, The (1993)",Action|Thriller,False
311834,3079,562,5,969815123,F,25,1,55410,Welcome to the Dollhouse (1995),Comedy|Drama,False
566795,4517,788,2,964865381,F,18,1,48067,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,False
935156,673,3825,1,975618909,M,25,20,10023,Coyote Ugly (2000),Drama,False
598981,1396,3535,5,974763744,F,25,12,94530,American Psycho (2000),Comedy|Horror|Thriller,False
9931,4344,2804,5,965239379,M,25,1,44240,"Christmas Story, A (1983)",Comedy|Drama,False
908781,3519,3185,4,969988467,F,25,14,11215,Snow Falling on Cedars (1999),Drama,False
723749,4861,1047,3,962827070,M,25,4,04309,"Long Kiss Goodnight, The (1996)",Action|Thriller,False
193792,5284,1291,5,961096658,M,25,16,55426,Indiana Jones and the Last Crusade (1989),Action|Adventure,False
758042,3779,425,3,966033011,F,45,2,98383,Blue Sky (1994),Drama|Romance,False
760808,5896,468,1,957459186,M,25,0,60657,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance,False
760513,689,468,4,975584039,F,50,0,48103,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance,False
818437,3768,3019,4,987187246,M,25,4,86314,Drugstore Cowboy (1989),Crime|Drama,False
51538,1335,1207,5,974819198,M,35,0,14228,To Kill a Mockingbird (1962),Drama,False
574523,3963,3897,4,1005451027,M,50,20,30030,Almost Famous (2000),Comedy|Drama,False
673544,192,44,1,977781878,M,18,1,10977,Mortal Kombat (1995),Action|Adventure,False
884360,3414,2965,3,967487557,M,25,17,75146,"Omega Code, The (1999)",Action,False
435530,2015,2137,2,980783170,M,18,4,01003,Charlotte's Web (1973),Animation|Children's,False
733441,4448,1267,4,966286356,M,25,14,06880,"Manchurian Candidate, The (1962)",Film-Noir|Thriller,False
675137,2996,2422,3,972701070,M,18,0,63011,"Karate Kid III, The (1989)",Action|Adventure|Drama,False
499588,4064,3153,3,965476445,M,45,0,20851,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,False
6047,379,1197,1,976302300,F,35,1,54822,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,False
32316,4532,1721,4,964735574,M,25,7,10025,Titanic (1997),Drama|Romance,False
72536,3812,1210,4,965955282,M,35,17,78749,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
523767,1842,3174,5,993446512,M,18,4,53190,Man on the Moon (1999),Comedy|Drama,False
660398,1685,3526,4,974711200,M,35,12,95833,Parenthood (1989),Comedy|Drama,False
239709,323,2700,5,976974844,M,45,12,53716,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy,False
137930,4705,593,4,963534525,F,18,0,75115,"Silence of the Lambs, The (1991)",Drama|Thriller,False
718020,2244,849,1,974595743,M,1,10,60565,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,False
312603,5434,1095,5,960043271,F,25,7,60618,Glengarry Glen Ross (1992),Drama,False
210903,1004,1136,5,975047108,M,25,3,95136,Monty Python and the Holy Grail (1974),Comedy,False
993978,1137,3912,3,986527950,M,18,4,13165,Beautiful (2000),Comedy|Drama,False
360328,4305,1693,3,1041211228,F,45,17,27616,Amistad (1997),Drama,False
832575,5020,3712,3,962582192,F,56,13,90241,Soapdish (1991),Comedy,False
99382,338,2490,3,988166615,M,35,7,55116,Payback (1999),Action|Thriller,False
58475,3882,608,5,965826543,M,56,14,55337,Fargo (1996),Crime|Drama|Thriller,False
92450,4786,1293,5,963005618,M,45,6,22630,Gandhi (1982),Drama,False
518582,3572,898,5,966735010,M,35,11,04287,"Philadelphia Story, The (1940)",Comedy|Romance,False
639172,1635,2287,5,977127706,M,25,0,97212,Them! (1954),Sci-Fi|Thriller|War,False
519054,3422,2009,3,967360651,M,25,5,43221,Soylent Green (1973),Sci-Fi|Thriller,False
182886,3607,3421,5,966612840,M,35,17,32506,Animal House (1978),Comedy,False
778006,2745,3206,3,973220469,F,35,1,30345,Against All Odds (1984),Romance,False
966274,2188,308,4,1000834387,F,18,19,60641,Three Colors: White (1994),Drama,False
894258,5950,1769,2,957183630,M,25,4,19713,"Replacement Killers, The (1998)",Action|Thriller,False
929418,2529,181,2,1005695764,F,35,9,95903,Mighty Morphin Power Rangers: The Movie (1995),Action|Children's,False
780253,2428,2779,5,974227205,M,45,17,45255,Heaven Can Wait (1978),Comedy,False
732882,4948,2202,3,962650900,M,45,2,94618,Lifeboat (1944),Drama|Thriller|War,False
972410,1764,2974,3,974702867,M,18,0,75149,Bats (1999),Horror|Thriller,False
276719,1375,1643,5,974768712,F,45,5,95136,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Drama|Romance,False
55920,2221,3114,3,974601947,M,56,17,94931,Toy Story 2 (1999),Animation|Children's|Comedy,False
177831,17,356,5,978159896,M,50,1,95350,Forrest Gump (1994),Comedy|Romance|War,False
360594,1667,151,4,974710787,M,50,16,98516,Rob Roy (1995),Drama|Romance|War,False
504316,3422,520,1,967411528,M,25,5,43221,Robin Hood: Men in Tights (1993),Comedy,False
391736,358,367,2,976317936,F,56,1,20815,"Mask, The (1994)",Comedy|Crime|Fantasy,False
799055,1897,906,4,976158144,F,50,2,94530,Gaslight (1944),Mystery|Thriller,False
349984,1089,1573,4,974930966,M,35,6,37853,Face/Off (1997),Action|Sci-Fi|Thriller,False
931616,3691,1131,5,968902925,M,25,7,21030,Jean de Florette (1986),Drama,False
795163,5124,922,5,962198483,M,35,2,20818,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,False
866565,2670,900,4,973546441,M,35,6,94598,"American in Paris, An (1951)",Musical|Romance,False
603559,839,1608,3,975359848,M,25,0,98103,Air Force One (1997),Action|Thriller,False
164404,3780,1527,5,966032519,M,1,0,46979,"Fifth Element, The (1997)",Action|Sci-Fi,False
222096,5120,3527,2,962256853,M,50,7,80302,Predator (1987),Action|Sci-Fi|Thriller,False
864165,3914,2110,2,965795649,M,35,4,84123,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,False
29115,654,1097,4,975701791,M,50,7,75023,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,False
64418,5364,648,5,960582695,F,25,3,55408,Mission: Impossible (1996),Action|Adventure|Mystery,False
845007,6036,172,2,956754994,F,25,15,32603,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,False
114861,5131,1408,3,962130355,F,25,1,77707,"Last of the Mohicans, The (1992)",Action|Romance|War,False
883061,5433,516,2,960049708,F,35,17,45014,Renaissance Man (1994),Comedy|Drama|War,False
93552,1265,3255,2,1011716871,F,18,20,49321,"League of Their Own, A (1992)",Comedy|Drama,False
290198,678,3476,4,989238459,M,25,0,34952,Jacob's Ladder (1990),Horror|Mystery|Thriller,False
305341,6036,1594,4,956711576,F,25,15,32603,In the Company of Men (1997),Drama,False
320000,881,34,3,975265020,M,18,14,76401,Babe (1995),Children's|Comedy|Drama,False
652826,2895,2989,4,971990580,M,25,11,07039,For Your Eyes Only (1981),Action,False
50877,1311,1029,5,974788338,M,18,10,90274,Dumbo (1941),Animation|Children's|Musical,False
656853,5054,232,4,962586015,M,35,2,20818,Eat Drink Man Woman (1994),Comedy|Drama,False
570953,1696,481,4,974707671,M,35,7,95765,Kalifornia (1993),Drama|Thriller,False
388938,3825,1673,3,965940155,M,18,1,06279,Boogie Nights (1997),Drama,False
893861,3641,1686,3,966484018,M,25,0,92008,Red Corner (1997),Crime|Thriller,False
975818,1191,2488,4,974850805,F,35,0,98117,Peeping Tom (1960),Drama|Horror|Thriller,False
462005,300,2090,3,976506867,M,25,7,78664,"Rescuers, The (1977)",Animation|Children's,False
224156,435,1240,5,976248157,M,25,7,55125,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
750442,2010,3763,2,974683397,M,18,4,81520,F/X (1986),Action|Crime|Thriller,False
515221,1203,1204,5,1038758910,F,25,1,06417,Lawrence of Arabia (1962),Adventure|War,False
826128,33,3230,4,978110411,M,45,3,55421,"Odessa File, The (1974)",Thriller,False
867924,1291,1453,2,974791371,F,35,0,10011,"Beautician and the Beast, The (1997)",Comedy|Romance,False
646132,151,2455,4,977294726,F,25,20,85013,"Fly, The (1986)",Horror|Sci-Fi,False
652218,3942,2985,2,965692085,M,18,4,49855,Robocop (1987),Action|Crime|Sci-Fi,False
695721,3821,842,1,975781115,M,25,20,44313,Tales from the Crypt Presents: Bordello of Blood (1996),Horror,False
600806,1173,1883,5,975001174,F,25,7,10019,Bulworth (1998),Comedy,False
245331,5597,1617,2,959215774,F,18,4,95008,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,False
818732,4139,2071,4,965350323,M,56,14,40207,And the Band Played On (1993),Drama,False
778964,2077,2266,2,980062549,M,18,0,55112,"Butcher's Wife, The (1991)",Comedy|Romance,False
772518,3224,1003,4,968544087,F,25,14,93428,Extreme Measures (1996),Drama|Thriller,False
676928,1675,532,3,974709343,F,25,6,97116,Serial Mom (1994),Comedy|Crime|Horror,False
851384,4940,13,4,1022012271,F,50,11,94102,Balto (1995),Animation|Children's,False
745146,3860,1965,3,965860468,M,45,17,44129,Repo Man (1984),Comedy|Sci-Fi,False
127569,2888,590,1,972058557,M,25,14,55438,Dances with Wolves (1990),Adventure|Drama|Western,False
526430,4478,2375,3,991838713,M,1,12,02138,"Money Pit, The (1986)",Comedy,False
245589,2237,728,5,974598226,F,35,6,14905,Cold Comfort Farm (1995),Comedy,False
847516,3044,1395,3,970213073,M,35,16,77301,Tin Men (1987),Comedy|Drama,False
471297,4287,1371,3,965276529,M,25,7,35244,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,False
453372,3312,1282,1,974410763,F,18,4,90039,Fantasia (1940),Animation|Children's|Musical,False
144417,808,2396,2,975431123,M,25,7,85226,Shakespeare in Love (1998),Comedy|Romance,False
410664,453,3253,4,976245603,M,18,4,55102,Wayne's World (1992),Comedy,False
480539,2999,1019,3,970621053,M,25,7,33813,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,False
2605,3476,914,5,968805483,M,50,0,44126,My Fair Lady (1964),Musical|Romance,False
30882,5402,1097,4,960258870,F,25,0,30102,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,False
521573,1922,539,4,975129253,F,25,7,94303,Sleepless in Seattle (1993),Comedy|Romance,False
783219,1168,378,2,974934275,F,25,0,94109,Speechless (1994),Comedy|Romance,False
978215,1605,1399,3,975381709,F,18,0,28270,Marvin's Room (1996),Drama,False
828556,3521,1086,5,966922335,M,25,0,53213,Dial M for Murder (1954),Mystery|Thriller,False
19609,873,3105,4,975273377,M,56,6,19027,Awakenings (1990),Drama,False
213672,4508,2951,5,964981928,M,25,20,15701,"Fistful of Dollars, A (1964)",Action|Western,False
947601,5954,2327,2,957128628,M,45,11,70802,Tales from the Darkside: The Movie (1990),Horror,False
544284,4170,3198,4,965334231,M,45,7,53713,Papillon (1973),Drama,False
676634,566,1064,3,976041936,M,25,17,92122,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,False
974096,4344,2372,1,965243336,M,25,1,44240,Fletch Lives (1989),Comedy,False
350458,3110,1573,3,969484211,M,25,0,10002,Face/Off (1997),Action|Sci-Fi|Thriller,False
36802,5954,1907,4,957128866,M,45,11,70802,Mulan (1998),Animation|Children's,False
449477,4600,2657,4,967477641,M,25,0,46240,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,False
380316,5269,555,3,961169019,M,18,0,37211,True Romance (1993),Action|Crime|Romance,False
855366,3292,3412,4,968080520,F,50,6,79410,"Bear, The (1988)",Adventure,False
291768,5566,2890,5,959352001,M,35,7,20901,Three Kings (1999),Drama|War,False
915832,5008,2435,5,962585265,M,25,20,60615,Hurlyburly (1998),Drama,False
920481,1392,1082,3,974768455,M,45,3,90006,"Candidate, The (1972)",Drama,False
242390,4169,296,5,973309772,M,50,0,66048,Pulp Fiction (1994),Crime|Drama,False
662336,4541,2089,2,964733031,M,1,10,55427,"Rescuers Down Under, The (1990)",Animation|Children's,False
836340,5569,1419,2,959860241,F,18,1,07666,Walkabout (1971),Drama,False
80388,4213,2126,3,965843381,M,35,7,63125,Snake Eyes (1998),Action|Crime|Mystery|Thriller,False
523788,1952,3174,5,976646699,M,35,1,91030,Man on the Moon (1999),Comedy|Drama,False
572072,2777,2106,2,973052311,M,18,4,95326,Swing Kids (1993),Drama|War,False
893163,3526,3342,3,967615479,M,35,2,62263-3004,Birdy (1984),Drama|War,False
362119,23,2712,5,993706558,M,35,0,90049,Eyes Wide Shut (1999),Drama,False
939480,4115,1881,3,965364309,M,25,15,99353,Quest for Camelot (1998),Adventure|Animation|Children's|Fantasy,False
721817,929,3210,4,975194908,M,25,15,53706,Fast Times at Ridgemont High (1982),Comedy,False
843975,326,3788,2,980117301,M,50,11,25302,Blowup (1966),Drama|Mystery,False
218328,4591,3702,3,964327393,M,25,15,02143,Mad Max (1979),Action|Sci-Fi,False
779152,1635,2269,3,977130398,M,25,0,97212,Indecent Proposal (1993),Drama,False
20466,1265,2797,3,1011717598,F,18,20,49321,Big (1988),Comedy|Fantasy,False
332703,1501,1569,4,975352764,M,25,11,75801,My Best Friend's Wedding (1997),Comedy|Romance,False
328056,3540,364,5,966882091,M,18,17,57106,"Lion King, The (1994)",Animation|Children's|Musical,False
34137,1448,3186,5,976126179,F,25,3,17522,"Girl, Interrupted (1999)",Drama,False
940881,1470,2818,2,974839977,M,18,4,94118,Iron Eagle IV (1995),Action|War,False
655823,1159,737,1,974865059,M,18,0,48314,Barb Wire (1996),Action|Sci-Fi,False
674674,1837,2421,4,974901693,M,25,2,08817,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,False
888234,1851,2232,3,991449155,M,25,19,59602,Cube (1997),Sci-Fi|Thriller,False
424211,136,1252,4,977424630,M,18,2,21202,Chinatown (1974),Film-Noir|Mystery|Thriller,False
678254,1635,2953,2,974774886,M,25,0,97212,Home Alone 2: Lost in New York (1992),Children's|Comedy,False
89886,2165,3147,5,974618042,M,25,7,32836,"Green Mile, The (1999)",Drama|Thriller,False
300512,3557,1449,5,966807478,M,18,5,48185,Waiting for Guffman (1996),Comedy,False
622071,5952,3516,5,957144632,F,45,1,78231,"Bell, Book and Candle (1958)",Comedy|Romance,False
463070,5971,3039,4,957288834,M,35,7,49504,Trading Places (1983),Comedy,False
117075,1113,480,4,974916694,M,18,4,97215,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
752432,4169,2973,5,968798539,M,50,0,66048,Crimes and Misdemeanors (1989),Comedy,False
640206,4658,3662,1,963879052,M,25,4,99163,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller,False
93237,5536,1188,3,959813091,M,25,16,67204,Strictly Ballroom (1992),Comedy|Romance,False
499157,3082,2423,3,969779920,F,35,6,45459,Christmas Vacation (1989),Comedy,False
155784,284,1090,4,976570445,M,25,12,91910,Platoon (1986),Drama|War,False
140697,669,2571,5,975633842,M,25,17,30307,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
818133,4425,3018,3,965111516,M,35,7,98607,Re-Animator (1985),Horror,False
521104,4531,2948,3,965155016,M,18,4,85701,From Russia with Love (1963),Action,False
488987,5321,784,3,960862392,M,25,4,02457,"Cable Guy, The (1996)",Comedy,False
906658,1746,1862,3,974704467,M,25,4,33157,Species II (1998),Horror|Sci-Fi,False
743657,678,2259,3,988638433,M,25,0,34952,Blame It on Rio (1984),Comedy|Romance,False
485493,5747,924,4,958357224,M,25,0,03755,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,False
909519,5916,1935,3,957320798,M,50,20,48230,How Green Was My Valley (1941),Drama,False
662231,1749,2089,1,974840512,M,25,2,10040,"Rescuers Down Under, The (1990)",Animation|Children's,False
381583,1474,3481,5,974754521,M,25,4,98115,High Fidelity (2000),Comedy,False
346322,5948,1959,4,957191022,M,56,13,12124,Out of Africa (1985),Drama|Romance,False
387418,3272,1810,4,971246503,M,35,0,08330,Primary Colors (1998),Drama,False
895265,801,322,4,975401518,F,25,20,95776,Swimming with Sharks (1995),Comedy|Drama,False
72486,3715,1210,5,966265721,M,18,5,55428,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
347001,4962,1380,3,963094877,M,25,6,55439,Grease (1978),Comedy|Musical|Romance,False
789915,4303,2459,1,965269481,M,25,2,91910,"Texas Chainsaw Massacre, The (1974)",Horror,False
722720,1937,2413,2,974760273,M,25,11,92335,Clue (1985),Comedy|Mystery,False
418710,4470,1307,5,965067090,M,35,12,15089,When Harry Met Sally... (1989),Comedy|Romance,False
371627,1611,538,4,988070083,M,25,0,03867,Six Degrees of Separation (1993),Drama,False
620497,4490,2701,1,965008001,M,35,5,70123,Wild Wild West (1999),Action|Sci-Fi|Western,False
547593,5531,2105,4,959620941,M,50,17,09056,Tron (1982),Action|Adventure|Fantasy|Sci-Fi,False
425847,225,3869,3,976912643,M,25,7,11215,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,False
213702,4865,2951,3,962819512,F,35,14,02130,"Fistful of Dollars, A (1964)",Action|Western,False
370462,5954,3528,1,957704597,M,45,11,70802,"Prince of Tides, The (1991)",Drama|Romance,False
224584,1698,1240,3,974773030,M,35,2,97214,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
629278,3997,1779,2,965579762,M,35,17,45255,Sphere (1998),Adventure|Sci-Fi|Thriller,False
357496,3420,508,4,989511647,F,25,7,48105,Philadelphia (1993),Drama,False
506116,5070,1129,4,962468618,M,25,2,55344,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,False
950183,1835,1996,1,974879020,M,25,19,11501,Poltergeist III (1988),Horror|Thriller,False
813386,5878,28,5,1043781754,F,25,0,60640,Persuasion (1995),Romance,False
281880,1495,2599,5,974761983,M,18,0,77341,Election (1999),Comedy,False
134074,1645,1198,4,975537138,F,18,9,62225,Raiders of the Lost Ark (1981),Action|Adventure,False
696909,3509,420,3,985771458,M,18,4,02115,Beverly Hills Cop III (1994),Action|Comedy,False
218550,5880,3702,2,959361998,M,25,1,08904,Mad Max (1979),Action|Sci-Fi,False
385390,5763,25,4,959535207,F,25,1,08904,Leaving Las Vegas (1995),Drama|Romance,False
451975,175,2080,5,977113326,F,25,2,95123,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,False
81075,3957,3107,4,965674044,M,35,11,40242,Backdraft (1991),Action|Drama,False
237169,4328,509,5,965245833,M,50,3,75650,"Piano, The (1993)",Drama|Romance,False
767861,2950,236,4,971221828,M,18,0,72761,French Kiss (1995),Comedy|Romance,False
252426,4083,52,4,965435898,M,56,14,92630,Mighty Aphrodite (1995),Comedy,False
947679,1017,2368,3,975013177,M,35,0,30906,King Kong Lives (1986),Action|Adventure|Horror,False
472650,4478,2174,4,984001840,M,1,12,02138,Beetlejuice (1988),Comedy|Fantasy,False
31677,1998,1721,4,981859513,F,50,9,24018,Titanic (1997),Drama|Romance,False
879652,2985,19,3,1029808826,M,18,4,97333,Ace Ventura: When Nature Calls (1995),Comedy,False
380415,1088,1660,3,1045529638,F,1,10,98103,Eve's Bayou (1997),Drama,False
633446,872,198,3,975273676,M,50,1,20815,Strange Days (1995),Action|Crime|Sci-Fi,False
577070,1333,1262,5,974851878,M,25,17,06460,"Great Escape, The (1963)",Adventure|War,False
375458,349,111,4,1041127615,M,1,10,08035,Taxi Driver (1976),Drama|Thriller,False
832317,549,3712,5,976070826,M,25,6,53217,Soapdish (1991),Comedy,False
954741,3860,3766,4,965861028,M,45,17,44129,Missing in Action (1984),Action|War,False
961588,5763,206,4,959538146,F,25,1,08904,Unzipped (1995),Documentary,False
605411,5256,1396,4,961273451,M,25,16,30269,Sneakers (1992),Crime|Drama|Sci-Fi,False
727843,1451,1222,3,974758038,M,35,20,90012,Full Metal Jacket (1987),Action|Drama|War,False
558312,935,3448,5,976667776,M,35,14,60538,"Good Morning, Vietnam (1987)",Comedy|Drama|War,False
101489,3929,3471,4,965712960,M,25,5,80227,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,False
385400,5812,25,4,957943857,F,25,7,92120,Leaving Las Vegas (1995),Drama|Romance,False
678439,4728,2953,3,963354908,M,25,19,31401,Home Alone 2: Lost in New York (1992),Children's|Comedy,False
177539,3853,1244,5,965873983,M,25,14,92614,Manhattan (1979),Comedy|Drama|Romance,False
381144,5956,1735,3,992674494,F,18,4,02142,Great Expectations (1998),Drama|Romance,False
167767,306,780,3,979169566,M,18,0,53051,Independence Day (ID4) (1996),Action|Sci-Fi|War,False
439953,1793,592,4,974755222,M,25,4,20008,Batman (1989),Action|Adventure|Crime|Drama,False
826442,1837,3169,4,976287594,M,25,2,08817,"Falcon and the Snowman, The (1984)",Drama,False
557356,3391,2710,2,1046187045,M,18,4,48135,"Blair Witch Project, The (1999)",Horror,False
22996,2236,720,4,974596653,M,1,10,96782,Wallace & Gromit: The Best of Aardman Animation (1996),Animation,False
757166,984,2245,4,975119364,M,50,16,92129,Working Girl (1988),Comedy|Drama,False
502623,4285,3591,4,965280592,M,35,0,62704,Mr. Mom (1983),Comedy|Drama,False
826361,5795,3167,5,958079004,M,25,1,92688,Carnal Knowledge (1971),Drama,False
116319,4473,3699,3,965073697,M,35,1,94121,Starman (1984),Adventure|Drama|Romance|Sci-Fi,False
810794,3572,3088,4,966734969,M,35,11,04287,Harvey (1950),Comedy,False
742412,5046,3551,2,962507990,M,25,16,60614,Marathon Man (1976),Thriller,False
496728,3224,1032,4,968520049,F,25,14,93428,Alice in Wonderland (1951),Animation|Children's|Musical,False
26087,626,527,5,975819580,M,18,4,77005,Schindler's List (1993),Drama|War,False
945462,3032,1167,4,970349287,M,25,0,47303,Dear God (1996),Comedy,False
374663,3825,3250,2,965943576,M,18,1,06279,Alive (1993),Drama,False
624040,817,2761,5,975388687,M,18,4,41076,"Iron Giant, The (1999)",Animation|Children's,False
545366,5878,1302,4,957550554,F,25,0,60640,Field of Dreams (1989),Drama,False
923868,5896,637,1,957459490,M,25,0,60657,Sgt. Bilko (1996),Comedy,False
412025,1343,1584,4,975804168,M,35,14,91324,Contact (1997),Drama|Sci-Fi,False
726917,1088,112,4,974933818,F,1,10,98103,Rumble in the Bronx (1995),Action|Adventure|Crime,False
39874,5050,2762,4,968014557,F,18,4,11024,"Sixth Sense, The (1999)",Thriller,False
